시군명,지식산업센터명칭,위도,경도,소재지지번주소,소재지도로명주소,용도지역,부지면적(㎡),건축면적(㎡),층수(지하/지상),공장시설면적(㎡),기타산업시설면적(㎡),지원시설면적(㎡),공동시설면적(㎡),유치가능업체수,입주업체수,입주율,공장동수,분양형태,공사진행상황,허가일자,착공일자,준공일자,사용승인일,사업자등록번호,데이터기준일자,전화번호,비고
광명시,광명시범공단,37.4571844,126.8852817,경기도 광명시 하안동 201,경기도 광명시 하안로 228,근린상업,20539,42616,B1/7,,,,,147,147,1,4,분양,사용승인,,,,1992-07-20,,2023-06-20,,
광명시,광명역엠클러스터,37.4241674,126.8871335,경기도 광명시 일직동 501-4,경기도 광명시 덕안로104번길 17,준주거,11156,97384,B4/17,,,,,407,407,1,1,분양,사용승인,,,,2020-11-23,,2023-06-20,,
광명시,광명역자이타워,37.4192065,126.8885709,경기도 광명시 일직동 515-1,경기도 광명시 새빛공원로 67,준주거,19516,119836,B2/25,,,,,656,656,1,2,분양,사용승인,,,,2019-08-21,,2023-06-20,,
광명시,광명테크노타운,37.4927811,126.868576,경기도 광명시 철산동 626-3,경기도 광명시 안양천로502번길 15,제2종일반주거,2425,13237,B2/8,,,,,28,28,1,1,분양,사용승인,,,,2002-07-13,,2023-06-20,,
광명시,광명테크노파크,37.4446706,126.8948831,경기도 광명시 소하동 1345,경기도 광명시 하안로 60,준주거,36443,256370,B2/15,,,,,634,634,1,5,분양,사용승인,,,,2010-10-27,,2023-06-20,,
광명시,광명현대테라타워,37.4591392,126.8756443,경기도 광명시 하안동 303,경기도 광명시 오리로651번길 8,일반상업,8268,99815,B5/16,,,,,633,633,1,1,분양,사용승인,,,,2023-01-20,,2023-06-20,,
광명시,에이스광명타워,37.4477606,126.8922247,경기도 광명시 소하동 1365,경기도 광명시 하안로 108,준주거,9190,69877,B3/11,,,,,156,156,1,1,분양,사용승인,,,,2011-09-09,,2023-06-20,,
광명시,티아모IT타워,37.4587171,126.874704,경기도 광명시 하안동 304,,일반상업,4882,56670,B4/16,,,,,362,362,1,1,분양,건설중,,,,,,2023-06-20,,
평택시,ACE101,37.0286134,127.0142276,경기도 평택시 해창리 1268,,준주거,9410.4,6580.9,B1/10,27812.15,,1373.69,30322.23,423,,0,,분양+임대,건설중,,,,,6158618290,2023-08-25,02-6309-6059,
평택시,JH타워지식산업센터,37.0393867,127.0816802,경기도 평택시 모곡동 438-1,,공업,9898.5,7236.31,B1/12,27787,,4044,7118,418,,0,,분양+임대,건설중,,,,,,2023-08-25,1877-9610,
평택시,W-TOWER,37.0277277,127.0147012,경기도 평택시 해창리 1278-2,,준주거,7351.3,5140.45,B1/10,21557.15,,873.23,23271.5,315,,0,,분양+임대,건설중,,,,,1208184768,2023-08-25,031-8069-5505,
평택시,㈜그랜드코리아,37.0328471,127.0741955,경기도 평택시 모곡동 449-6,,공업,4835.9,2821.12,B1/7,10970,,687.87,9199.76,242,,0,,분양+임대,건설중,,,,,1878802303,2023-08-25,1577-6798,
평택시,고덕 G1,37.0287776,127.0158443,경기도 평택시 고덕면 해창리 1270,경기도 평택시 도시지원1길 116,준주거,8793.1,6150.97,B1/10,25882,,1757.58,26819.129,627,,0,,분양+임대,준공,2021-04-26,2021-10-19,2023-07-20,2023-07-20,1078185459,2023-08-25,031-611-2001,
평택시,고덕STV지식산업센터,37.0265433,127.0157454,"경기도 평택시 고덕면 해창리 1277-1, 1277-2",경기도 평택시 고덕면 도시지원1길 19,준주거,12858.7,8995.48,B2/10,49904,,38836,88741,750,,0,,분양+임대,준공,2020-04-13,2020-07-20,2022-06-30,2022-06-30,1168165952,2023-08-25,031-611-7513,
평택시,고덕비즈타워,37.0272998,127.0170691,경기도 평택시 고덕면 해창리 1274-3,경기도 평택시 고덕면 도시지원1길 16,준주거,5306.9,3454.52,B2/10,11926.44,,2918.69,14714.87,306,,0,,분양+임대,준공,2019-04-30,2019-06-05,2021-01-11,2021-01-11,2148634082,2023-08-25,031-668-9212,
평택시,금호 STV 더 라이브,37.0267502,127.0147024,경기도 평택시 해창리 1278-3,,준주거,7414.2,5169.66,B1/10,21931.89,,646.6,25956.77,316,,0,,분양+임대,건설중,,,,,1168165952,2023-08-25,1811-0611,
평택시,더퍼스트타워,37.1192084,127.0779599,경기도 평택시 진위면 갈곶리 737-2,경기도 평택시 진위면 진위2산단로 140,공업,10442.6,7834.75,B2/10,50200,,9436,26144,385,,0,,분양+임대,준공,2018-02-13,2018-09-01,2020-02-27,2020-02-27,1208167944,2023-08-25,1811-0371,
평택시,디이스트 메가플렉스,37.0332148,127.0916467,경기도 평택시 칠괴동 577-6,경기도 평택시 산단로 255,공업,32921,17635,B1/19,,,,,,,#DIV/0!,,분양+임대,착공전,,,,,1198669627,2023-08-25,031-457-6001,
평택시,마제스트타워,37.0358603,127.0711849,경기도 평택시 모곡동 447-1,경기도 평택시 산단로16번길 12,공업,9702.7,6704.13,B1/10,48030,,7525,1832,398,,0,,분양+임대,준공,2020-06-08,2020-12-29,2022-12-19,2022-12-19,4378101495,2023-08-25,031-653-9221,1877-9610
평택시,부성U타워,37.0376328,127.0808413,"경기도 평택시 모곡동 438-8, 438-10, 438-11",,공업,11576,8182.19,B1/14,64888,,2442.26,23026,705,,0,,분양+임대,건설중,2020-10-27,2020-12-21,,,7908101080,2023-08-25,1800-7865,
평택시,삼성비지니스센터,37.0436829,127.0549141,경기도 평택시 고덕면 여염리 4388-3,경기도 평택시 고덕면 고덕여염로 118,준주거,8413.4,5858.44,B3/10,18267.09,,6812.73,24252.66,495,,0,,분양+임대,준공,2020-02-25,2020-05-15,2022-06-09,2022-06-09,1208658362,2023-08-25,031-668-6002,
평택시,삼성에이아이센터,37.0457054,127.0536207,경기도 평택시 고덕면 여염리 4391-3,경기도 평택시 고덕면 고덕중앙로 294,준주거,3859.3,2453.65,B2/9,8980.17,,2353.93,11082.28,239,,0,,분양+임대,준공,2018-10-24,2018-11-06,2020-08-21,2020-08-21,1208658362,2023-08-25,044-865-0120,
평택시,송탄 세종그랑시아,37.07929,127.0561261,경기도 평택시 지산동 768-3 (외 5필지),경기도 평택시 지산로11번길 7,일반상업,1239,950.11,B4/13,5369.22,,1267.79,6460,117,,0,,분양+임대,준공,2016-06-13,2018-06-12,2022-12-14,2022-12-14,1208658362,2023-08-25,02-6902-9774,
평택시,스마트시티,37.007875,127.116985,경기도 평택시 죽백동 736,경기도 평택시 비전3로 157,준주거,3289,1626.99,B0/4,2885.2,,1475.17,4920,18,,0,,분양+임대,준공,2019-08-02,2019-10-14,2020-08-05,2020-08-05,3970501024,2023-08-25,031-655-9880,
평택시,스마트큐브,37.1219509,127.0677735,경기도 평택시 진위면 갈곶리 728-2,경기도 평택시 진위면 진위2산단로 15-20,공업,6569,6249.04,B0/8,35514,,5701,20607,181,,0,,분양+임대,준공,2017-12-18,2018-04-20,2020-02-24,2020-02-24,1078607628,2023-08-25,1544-8355,
평택시,에스타워,37.0440035,127.0558889,경기도 평택시 고덕면 여염리 4388-2,경기도 평택시 고덕면 고덕중앙로 322,준주거,6361.5,3941.3,B2/10,14495.81,,3622.43,17970.85,324,,0,,분양+임대,준공,2018-09-12,2018-12-17,2020-12-16,2020-12-16,1078197673,2023-08-25,031-668-9199,
평택시,에스타워프라임,37.0281472,127.0166418,경기도 평택시 고덕면 해창리 1272-3,경기도 평택시 고덕면 도시지원1길 111,준주거,8458.2,5799.59,B1/10,22323.27,,1325.15,23633.87,428,,0,,분양+임대,준공,2019-07-03,2019-12-11,2021-09-10,2021-09-10,1208167944,2023-08-25,031-662-7800,
평택시,에이스퍼스트고덕,37.0457129,127.0530164,경기도 평택시 고덕동 2048-2,경기도 평택시 고덕중앙로 290(고덕동),준주거,10577.2,7287.1,B2/10,26688.8,,6660.22,19968,651,,0,,분양+임대,준공,2018-01-18,2018-10-24,2020-10-29,2020-10-29,2148634082,2023-08-25,031-666-9573,
평택시,오션센트럴비즈,36.9711836,126.8600092,경기도 평택시 포승읍 만호리 687-2,,공업,40663,22886,B2/40,106123,,11958,53180,2063,,0,,분양+임대,건설중,,,,,7638601481,2023-08-25,1566-0311,
평택시,제이에스지식산업센터(가칭),37.0307845,127.0713531,경기도 평택시 모곡동 451-8,경기도 평택시 산단로64번길 110,공업,6507,,B1/12,,,,,,,#DIV/0!,,분양+임대,착공전,,,,,,2023-08-25,041-566-8860,
평택시,지식공작소 아이타워,37.0272998,127.0163208,경기도 평택시 고덕면 해창리 1274-2,경기도 평택시 고덕면 도시지원로 121,준주거,5419.2,3792.16,B1/10,14483.43,,997.1,15334.47,302,,0,,분양+임대,준공,2019-07-03,2021-09-30,2023-07-19,2023-07-19,1078607628,2023-08-25,031-654-7801,
평택시,지제역센트럴타워지식산업센터,37.0109412,127.0813383,경기도 평택시 세교동 541-1,경기도 평택시 세교산단로 37,공업,13565,10093,B1/11,42834,,1825,7628,547,,0,,분양+임대,건설중,,,,,,2023-08-25,1577-2765,
평택시,평택스마트팩토리,37.0493037,126.9758814,경기도 평택시 청북읍 어연리 906,경기도 평택시 청북읍 백봉길 3,계획관리,13547,8118.98,B2/4,20448,,4713.31,20781,282,,0,,분양+임대,준공,2019-05-23,2019-07-25,2020-11-25,2020-11-25,2148634082,2023-08-25,031-686-7901,
평택시,평택지제역엠에스원타워,37.0343504,127.0711631,경기도 평택시 모곡동447-3,,공업,10083,7606.84,B2/17,60702,,3495,13455,480,,0,,분양+임대,착공전,,,,,,2023-08-25,1533-1539,1877-9610
평택시,프리미엄 원희캐슬 고덕신도시,37.0443701,127.0553959,경기도 평택시 고덕면 여염리 4388-1,경기도 평택시 고덕면 고덕중앙로 320,준주거,5619.3,3659.1,B3/10,15102.31,,3400.84,17863,347,,0,,분양+임대,준공,2018-10-02,2018-11-06,2020-06-16,2020-06-16,2148634082,2023-08-25,031-611-7718,
동두천시,두드림패션센터,37.8901992,127.0541684,경기도 동두천시 지행동 722-3번지,경기도 동두천시 동두천로 97,준주거,3933,1700.95,B3/10,7342.73,0,523.39,143.76,20,14,0.7,1,임대,사용승인,2011-12-02,2012-02-13,2013-10-21,2013-10-21,,2023-07-31,,
동두천시,싸이언스타워,37.8901992,127.0541684,경기도 동두천시 지행동 722-3번지,경기도 동두천시 동두천로 97,준주거,3464,1011.44,B1/8,4801.27,0,1263.61,2847.2,31,17,0.55,1,분양+임대,사용승인,2006-03-08,,2007-07-13,2007-07-13,,2023-07-31,,
동두천시,태일전기,37.9055045,127.0387191,경기도 동두천시 상패동 211-1번지,경기도 동두천시 삼육사로 774-24,준주거,7110,1401,B0/4,5681,0,40,0,10,3,0.3,1,분양,사용승인,2006-07-11,2007-05-01,2009-08-25,2009-08-25,,2023-07-31,,
안산시,광림원시타워,37.3022184,126.7874492,경기도 안산시 단원구 원시동 782-13,,일반공업,5606,,B0/3,4987.87,,941,,20,12,0.6,1,분양,준공,,2009-06-02,2009-10-19,2009-06-02,,2023-07-24,,
안산시,광양프런티어밸리,37.3052801,126.772231,경기도 안산시 단원구 목내동 457,,일반공업,8790.1,,B0/4,27192.23,,1260,,64,64,1,1,분양,준공,,2012-05-01,2012-12-28,2012-05-04,,2023-07-24,,
안산시,광영프런티어밸리-2,37.3040466,126.7754491,경기도 안산시 단원구 목내동 403-3,,일반공업,10733,,B1/7,54360,,26772,,149,82,0.55,1,분양,준공,,2014-11-17,2015-11-31,2014-09-19,,2023-07-24,,
안산시,대우테크노피아,37.3218577,126.7883914,경기도 안산시 단원구 원시동 768-1,,일반공업,16811.8,,B1/7,80180.09,,15906,,258,232,0.9,1,분양,준공,,2007-10-01,2009-01-22,2007-10-01,,2023-07-24,,
안산시,라드 스마트스퀘어 지식산업센터,37.3233285,126.7850525,경기도 안산시 단원구 신길동 1229,,일반공업,33515,,B1/13,194365,,97186,,1339,1,0,1,분양,준공,,2018-05-30,2020-09-10,2020-08-26,,2023-07-24,,
안산시,반월공단테크노시티,37.3111791,126.7728711,경기도 안산시 단원구 목내동 447-6,,일반공업,4871.5,,B1/4,10385.49,,2190,,40,40,1,1,분양,준공,,2002-05-24,2002-10-11,2002-05-23,,2023-07-24,,
안산시,반월디지털,37.2978283,126.7924185,경기도 안산시 단원구 초지동 653-6,,일반공업,9370.9,,B0/3,6973.74,,791,,31,25,0.81,3,분양,준공,,2011-01-25,2011-06-07,2011-05-23,,2023-07-24,,
안산시,반월하이테크빌리지,37.3199317,126.7885819,경기도 안산시 단원구 원시동 768-5,,일반공업,3649.8,,B2/6,16292.02,,3245,,75,60,0.8,1,분양,준공,,2007-02-09,2008-01-24,2007-02-09,,2023-07-24,,
안산시,빅창반월아파트형공장,37.3044155,126.7625407,경기도 안산시 단원구 성곡동 609-2,,일반공업,6198.8,,B0/4,11506.52,,0,,29,20,0.69,1,분양,준공,,2007-03-21,2007-12-20,2007-03-21,,2023-07-24,,
안산시,서흥테크노벨리,37.3055023,126.787033,경기도 안산시 단원구 원시동 731-4,,일반공업,11523.2,,B1/6,49415.69,,9734,,199,199,1,1,분양,준공,,2003-11-10,2005-01-29,2003-12-10,,2023-07-24,,
안산시,시화지식산업센터(시화아파트형임대공장),37.3145963,126.7481896,경기도 안산시 단원구 성곡동 672,,일반공업,41951.8,,B1/3,44179.48,,11039,,110,110,1,2,임대,준공,,1994-05-14,1998-06-11,1993-12-15,,2023-07-24,,
안산시,시화타원,37.3189887,126.7379254,경기도 안산시 단원구 성곡동 669-7,,일반공업,33066.1,,B0/3,25697.16,,2490,,118,110,0.93,8,분양,준공,,2010-11-09,2011-05-17,2011-05-31,,2023-07-24,,
안산시,안산디지털파크,37.3232848,126.7787575,경기도 안산시 단원구 신길동 1123,,일반공업,19751,,B1/6,74948.51,,3833,,350,350,1,1,분양,준공,,2004-09-23,2006-07-21,2004-07-09,,2023-07-24,,
안산시,유진타워 테크노밸리,37.309263,126.7855761,경기도 안산시 단원구 원시동 729-1,,일반공업,6450.1,,B0/4,5712,,170,,23,23,1,2,분양,준공,,2011-03-04,2011-06-16,2011-05-16,,2023-07-24,,
안산시,유진타워 테크노밸리-2,37.3204569,126.778828,경기도 안산시 단원구 목내동 471,,일반공업,4065.5,,B0/5,7059.79,,225,,10,10,1,1,분양,준공,,2011-12-05,2012-08-07,2012-01-16,,2023-07-24,,
안산시,유진타워 테크노밸리-3,37.3151723,126.7592253,경기도 안산시 단원구 성곡동 638-5,,일반공업,3194.9,,B0/4,4967.66,,715,,12,12,1,1,분양,준공,,2012-11-26,2013-12-06,2012-05-31,,2023-07-24,,
안산시,유진테크노밸리-5,37.3191431,126.7849753,경기도 안산시 단원구 원시동 818-5,,일반공업,3283,,B1/5,12930,,4764,,35,17,0.49,1,분양,준공,,2014-04-24,2015-05-19,2015-12-07,,2023-07-24,,
안산시,정우벤처타운1,37.3255073,126.7765812,경기도 안산시 단원구 신길동 1121-2,,일반공업,3140.6,,B1/6,11530.96,,366,,50,50,1,1,분양,준공,,2002-08-14,2003-05-21,2004-03-05,,2023-07-24,,
안산시,정우벤처타운2,37.3250936,126.7849102,경기도 안산시 단원구 신길동 1228-1,,일반공업,7677.2,,B1/8,23225.21,,9984,,128,128,1,1,분양,준공,,2002-04-26,2003-01-03,2002-04-02,,2023-07-24,,
안산시,제이에스테크노타워,37.3064639,126.7877265,경기도 안산시 단원구 원시동 730-1,,일반공업,13246,,B0/3,9611.6,,689,,52,47,0.9,3,분양,준공,,2011-05-19,2011-05-13,2011-02-15,,2023-07-24,,
안산시,타원 TAKRA,37.3249117,126.7613672,경기도 안산시 단원구 성곡동 645-5,,일반공업,22331.8,,B0/6,47297.23,,27756,,164,111,0.68,1,분양,준공,,2016-01-25,2017-06-07,2015-12-18,,2023-07-24,,
안산시,타원 TAKRA II,37.3129418,126.7936161,경기도 안산시 단원구 원시동 773-5,,일반공업,10966.1,,B1/9,67963.71,,34695,,163,130,0.8,1,분양,준공,,2014-12-20,2016-02-19,2014-09-04,,2023-07-24,,
안산시,타원 TAKRA Ⅲ,37.3237706,126.7610886,경기도 안산시 단원구 성곡동 645,,일반공업,27718.9,,B0/8,121435.11,,56952,,416,137,0.33,1,분양,준공,,2013-04-22,2014-02-25,2013-04-11,,2023-07-24,,
안산시,타원 TAKRA Ⅴ,37.3010641,126.7869523,경기도 안산시 단원구 원시동 784-2번지,,일반공업,13135.4,,B0/9,10503.21,,44634,,284,1,0,1,분양,준공,,2018-03-20,2019-11-11,2019-06-14,,2023-07-24,,
안산시,피앤피 지식산업센터,37.3149775,126.7490331,경기도 안산시 단원구 성곡동 672-37,,일반공업,1919.4,,B1/4,6685.61,,3509,,16,111,0.14,1,분양,준공,,2013-11-07,2014-05-30,2013-09-16,,2023-07-24,,
고양시,KT그룹 통합미디어센터,37.6508479,126.7965596,경기도 고양시 일산동구 백석동 1141,경기도 고양시 일산동구 경의로 235,준주거,32999,17499,B2/5,7393,,10106,,6,2,0.33,1,자가+임대,준공,,,,2022-03-22,,2023-02-24,,-
고양시,고양삼송 한강듀클래스,37.6676904,126.9207493,경기도 고양시 덕양구 오금동 686,경기도 고양시 덕양구 삼막3길 5,준주거,9920,65774,B2/9,30092,,35682,,280,,0,1,분양,준공,,,,2022-11-14,,2023-02-24,,-
고양시,고양아크비즈,37.6399759,126.8754036,경기도 고양시 덕양구 원흥동 704,경기도 고양시 덕양구 삼원로 63,준주거,5972,38667,B2/15,17847,,1509,,154,94,0.61,1,분양,준공,,,,2022-06-08,,2023-02-24,,-
고양시,광양프런티어밸리6차,37.6384452,126.8750054,"경기도 고양시 덕양구 원흥동 706,707",경기도 고양시 덕양구 삼원로 83,준주거,7217,46034,B1/15,21097,,24937,,224,202,0.9,1,분양,준공,,,,2021-08-23,,2023-02-24,,-
고양시,대방트리플라온비즈니스타워1,37.6792725,126.7782196,경기도 고양시 일산동구 중산동 1681번지,경기도 고양시 일산동구 하늘마을로 170,제3종일반주거,3925,14227,B1/14,12235,,1972,,71,47,0.66,1,분양,준공,,,,2012-06-15,,2023-02-24,,-
고양시,대방트리플라온비즈니스타워2,37.6789447,126.7794871,경기도 고양시 일산동구 중산동 1682번지,경기도 고양시 일산동구 하늘마을로 158,제3종일반주거,8720,35661,B2/14,30169,,5492,,147,92,0.63,2,분양,준공,,,,2012-06-15,,2023-02-24,,-
고양시,루트로닉센터,37.6133773,126.8477097,경기도 고양시 덕양구 행신동 1098번지,경기도 고양시 덕양구 소원로 219,제2종일반주거,5556,7956,B2/8,10677,,14341,,6,1,0.17,1,자가+임대,준공,,,,2012-12-26,,2023-02-24,,-
고양시,삼송 MBN 스튜디오,37.6498368,126.8978149,경기도 고양시 덕양구 동산동 372,경기도 고양시 덕양구 동송로 30,준주거,10682,71843,B2/21,26424,,45419,,50,11,0.22,,자가+임대,준공,,,,2021-07-15,,2023-02-24,,-
고양시,삼송테크노밸리,37.6490765,126.9020672,경기도 고양시 덕양구 동산동 376번지,경기도 고양시 덕양구 통일로 140,준주거,47636,188137,B3/4,175097,,13040,,795,777,0.98,2,분양,준공,,,,2015-01-08,,2023-02-24,,-
고양시,원흥 한일윈스타,37.6390871,126.8751737,경기도 고양시 덕양구 원흥동 705,경기도 고양시 덕양구 삼원로 73,준주거,6048,38905,B1/14,17805,,21099,,312,164,0.53,1,분양,준공,,,,2021-09-10,,2023-02-24,,-
고양시,원흥줌하이필드,37.6411307,126.8757029,경기도 고양시 덕양구 원흥동 702,경기도 고양시 덕양구 삼원로 51,준주거,3049,16279,B2/9,6927,,9314,,150,39,0.26,1,분양,준공,,,,2020-07-21,,2023-02-24,,-
고양시,유니테크빌벤처타운,37.6499003,126.7937366,경기도 고양시 일산동구 백석동 1141-2번지,경기도 고양시 일산동구 일산로 142,준주거,16739,133153,B2/10,80700,,14150,,300,300,1,1,분양,준공,,,,1998-07-15,,2023-02-24,,-
고양시,일산테크노타운,37.6502588,126.7949581,경기도 고양시 일산동구 백석동 1141-1번지,경기도 고양시 일산동구 일산로 138,준주거,19834,95499,B2/10,89116,,5815,,159,150,0.94,1,분양,준공,,,,,,2023-02-24,,-
고양시,지벤컴퍼니타워,37.6406725,126.8755835,경기도 고양시 덕양구 원흥동 703번지,경기도 고양시 덕양구 삼원로 55,준주거,2887,12582,B1/6,8308,,4274,,6,1,0.17,1,자가+임대,준공,,,,2019-06-21,,2023-02-24,,-
고양시,포스콤타워,37.6133396,126.8487182,경기도 고양시 덕양구 행신동 1099번지,경기도 고양시 덕양구 소원로 227,제2종일반주거,3061,11785,B2/8,9101,,2685,,6,4,0.67,1,자가+임대,준공,,,,2017-06-30,,2023-02-24,,-
과천시,과천상상자이타워,37.416677,126.9758176,경기도 과천시 과천대로7길 65,,준주거,13886,9093.45,B5/15,,,,,,,#DIV/0!,,자가+분양+임대,사용승인,2020-09-23,2020-12-18,,2023-05-19,,2023-07-20,,
과천시,디테크타워,37.4137763,126.977071,경기도 과천시 과천대로7길 33,,준주거,21506,12869.37,B3/15,,,,,,,#DIV/0!,,자가+분양+임대,사용승인,2020-03-31,2020-07-21,,2022-11-30,,2023-07-20,,
구리시,구리 스마트벤처타워,37.63896,127.1244943,경기도 구리시 갈매동 510,경기도 구리시 갈매순환로204번길 65,도시+상업,2726,1588,B3/9,14547,0,2008,0,132,121,0.92,1,분양,준공,,,,2018-10-31,,2023-02-02,,
구리시,구리갈매 금강펜테리움 IX타워,37.6389736,127.1235763,"경기도 구리시 갈매동 522-12번지 등 3필지(522-12,13,14)",,도시+주거+준주거,31106,18811,B3/10,124080,,49341,,1391,,0,1,분양,준공,,,,2020-01-28,,2023-02-02,,
남양주시,SY비즈라클,37.5976553,127.1773742,경기도 남양주시 다산동 6243,,준주거,13689,79697.04,B3/6,58852.52,,20844.52,,,,#DIV/0!,1,,건설중,2022-03-14,2022-05-17,,,,2024-01-17,,
남양주시,도심 지식산업센터,37.5791098,127.221985,"경기도 남양주시 도곡리 1025-1,5",경기도 남양주시 덕소로 234,근린상업,5085,19943.28,B1/7,19449.99,,493.29,,,,#DIV/0!,1,,사용승인,1990-08-20,1990-11-09,,1993-06-02,,2024-01-17,,
남양주시,동광 비즈타워,37.6515463,127.1294424,경기도 남양주시 별내동 974-1,경기도 남양주시 순화궁로 272,준주거,12867,89826.67,B2/13,80130.74,,9695.93,,,,#DIV/0!,1,,사용승인,2018-07-24,2018-10-02,,2020-09-25,,2024-01-17,,
남양주시,민족통일 MJ 센터,37.6549567,127.1294981,경기도 남양주시 별내동 970,,준주거,4037,33546.53,B5/9,23765.54,,9780.99,,,,#DIV/0!,1,,건설중,2021-02-26,2022-05-13,,,,2024-01-17,,
남양주시,별내 디퍼스트,37.6697959,127.1349001,경기도 남양주시 별내동 892-7,,준주거,4051,25727.81,B3/9,23501.47,,2226.34,,,,#DIV/0!,1,,건설중,2022-04-19,2022-11-24,,,,2024-01-17,,
남양주시,"별내 파라곤스퀘어(M동, S동)",37.6503842,127.1281055,경기도 남양주시 별내동 975-3,경기도 남양주시 순화궁로 249,준주거,17787,78824.46,B3/21,55208.82,,23615.64,,,,#DIV/0!,1,,사용승인,2018-06-14,2018-10-10,,2021-06-18,,2024-01-17,,
남양주시,별내 파라곤스퀘어(N동),37.6503842,127.1281055,경기도 남양주시 별내동 975-3,경기도 남양주시 순화궁로 249,준주거,5390,27198.75,B3/18,23707.23,,3434.94,,,,#DIV/0!,1,,사용승인,2018-06-14,2018-10-10,,2021-06-18,,2024-01-17,,
남양주시,블루오션 별내,37.6719856,127.1152983,경기도 남양주시 별내동 816,경기도 남양주시 별내3로 402,준주거,2529,14755.94,B3/8,11732.57,,3023.36,,,,#DIV/0!,1,,사용승인,2018-07-20,2018-09-17,,2020-05-14,,2024-01-17,,
남양주시,블루웨일 1차,37.6138952,127.1534113,경기도 남양주시 다산동 6144,경기도 남양주시 다산중앙로 19번길 17,준주거,7459,56543.21,B3/10,39683.07,,16860.14,,,,#DIV/0!,1,,사용승인,2017-11-15,2017-12-04,,2019-12-19,,2024-01-17,,
남양주시,블루웨일 2차,37.6133406,127.1537787,경기도 남양주시 다산동 6144-1,경기도 남양주시 다산중앙로 19번길 25-23,준주거,8057,61559.07,B3/10,43246.8,,18312.27,,,,#DIV/0!,1,,사용승인,2017-11-15,2018-07-01,,2020-09-11,,2024-01-17,,
남양주시,에이스 하이엔드,37.6524148,127.1293761,경기도 남양주시 별내동 974,경기도 남양주시 순화궁로 282,준주거,6434,36719.17,B1/14,29860.9,,6858.27,,,,#DIV/0!,1,,사용승인,2018-08-14,2019-05-13,,2021-02-03,,2024-01-17,,
남양주시,엠큐브스퀘어,37.5989831,127.1773346,경기도 남양주시 다산동 6242,,준주거,30396,199988.63,B3/8,161436.61,,38505.46,,,,#DIV/0!,1,,건설중,2020-09-22,2022-05-03,,,,2024-01-17,,
남양주시,한강프리미어갤러리,37.597752,127.1743065,경기도 남양주시 다산동 6245,경기도 남양주시 다산지금로163번길 6,준주거,9516,64948.38,B3/7,56927.91,,8020.88,,,,#DIV/0!,1,,사용승인,2020-09-21,2020-12-30,,2023-03-13,,2024-01-17,,
남양주시,현대 그리너리캠퍼스,37.6635546,127.1227335,경기도 남양주시 별내동 865,경기도 남양주시 순화궁로 418,준주거,12937,79526.27,B2/15,71940.51,,7585.76,,,,#DIV/0!,1,,건설중,2021-03-15,2021-04-30,,,,2024-01-17,,
남양주시,현대테라타워DIMC,37.5956412,127.1722397,경기도 남양주시 다산동 6250,경기도 남양주시 다산지금로 202,준주거,30118,249723.61,B2/10,174794.94,,74890.03,,,,#DIV/0!,1,,사용승인,2019-06-26,2019-08-19,,2022-05-04,,2024-01-17,,
남양주시,현대프리미어캠퍼스,37.6132988,127.1520129,"경기도 남양주시 다산동 6143, 6143-1",경기도 남양주시 다산순환로 20,준주거,39963,331601.67,B4/10,223038,,98563.67,,,,#DIV/0!,1,,사용승인,2019-03-25,2019-09-15,,2022-06-03,,2024-01-17,,
오산시,대한은박지공업㈜,37.1828747,127.0343839,경기도 오산시 세교동 551-5번지,경기도 오산시 독산성로 342,자연녹지,9781,1926.27,B1/6,9914,,2698,,7,2,0.29,,임대,사용승인,,,,2001-12-19,,2023-02-06,,
오산시,더퍼스트타워 세교,37.1888107,127.0414358,경기도 오산시 세교동 595-1번지,경기도 오산시 독산성로 425,준주거,9442.7,6596.16,B2/10,49939.93,,8560.66,,472,432,0.92,,임대,사용승인,,,,2021-03-18,,2023-02-06,,
오산시,미정,37.1852975,127.0464682,경기도 오산시 세교동 592-7,,일반상업,10481.5,6903.7,B2/15,88173.74,,3103.47,,,,#DIV/0!,,임대,착공전,,,,,,2023-02-06,,
오산시,미정,37.1845463,127.0470301,경기도 오산시 세교동 592-9,,일반상업,13620.6,8674.63,B2/13,110491.49,,4836.98,,,,#DIV/0!,,임대,착공전,,,,,,2023-02-06,,
오산시,중앙하이츠 아셈IT타워,37.1758788,127.0594531,경기도 오산시 내삼미동 893,,준주거,10143.7,92476.37,B2/15,41695.5,,3175.52,,745,,0,,임대,착공전,,,,,,2023-02-06,,
오산시,현대테라타워 CMC,37.1434163,127.0600427,경기도 오산시 가수동 379외 4필지,,일반공업,30984,17449.86,B2/29,169480.37,,35888.17,,1608,,0,,임대,건설중,,,,,,2023-02-06,,
오산시,현대프리미어캠퍼스 세마역,37.1875878,127.0459966,경기도 오산시 세교동 586,,일반상업,26591.5,17751.7,B2/15,179538.084,,51022.24,,1826,,0,,임대,건설중,,,,,,2023-02-06,,
시흥시,(주)두용종합건설,37.3586498,126.7103847,경기도 시흥시 정왕동 2579-2번지 배곧신도시 도시지원시설용지7-1,"경기도 시흥시 서울대학로 59-69, 배곧신도시 도시지원시설용지7-1 (정왕동)",준주거지역,6326,16103.65,,16103.65,,,,305,,0,,분양,건설중,,,,,,2022-10-05,,
